30255,John W.,Shaw,421 East 30Th Avenue,Berwyn,PA,19312,(610) 555-4864,(610) 555-4961,
30258,Eugene,Lebuhn,120 Brighton Road,Clifton,NJ,07012,(201) 555-5666,(201) 555-5737,1000
30260,James A.,Aufox,Brevard Road,Asheville,NC,28813,(704) 555-4177,(704) 555-4237,
30262,John P.,Taylor,2789 Northpoint Parkway,Santa Rosa,CA,95407,(707) 555-6445,(707) 555-6453,
30266,William R.,Shaw,90 Orville Drive,Bohemia,NY,11716,(516) 555-9567,(516) 555-9652,
30270,Ronald L.,Winokur,817 North Frio Street,San Antonio,TX,78207,(210) 555-7661,(210) 555-7675,
30271,James F.,Groen,626 East Wisconsin Avenue,Milwaukee,WI,53202,(414) 555-7049,(414) 555-7073,
30276,Joseph Jr.,Leader,180 North Executive Drive,Dallas,TX,75206,(214) 555-5891,(214) 555-5945,
30277,Antoino R.,Doig,One Galleria Tower,Dallas,TX,75240,(214) 555-8641,(214) 555-8710,
30281,Alan E.,Benik,65 Rowayton Avenue,Rowayton,CT,06853,(203) 555-7475,(203) 555-7504,
30283,Dennis G.,Ungerer,2768 Colony Park Drive,Memphis,TN,38118,(901) 555-9341,(901) 555-9375,
30288,Paul M.,McNamara,6920 Seaway Boulevard,San Ramon,CA,94583,(510) 555-4533,(510) 555-4559,
30291,James R.,Ellingboe,Technology Park,Louisville,KY,40207,(502) 555-2181,(502) 555-2233,10000
30295,John P.,Morgan,550 Route 202-206,Bedminster,NJ,07921,(908) 555-5421,(908) 555-5446,
30300,Keith C.,Grove,2000 Eastman Drive,Milford,OH,45150,(513) 555-2474,(513) 555-2505,
30303,Thomas,Drachman,1944 Valley Avenue,Winchester,VA,22601,(703) 555-6715,(703) 555-6783,
30307,Lennert J.,Phifer,767 Fifth Avenue,New York,NY,10153,(212) 555-2281,(212) 555-2380,
30312,Barton J.,Smuland,411 Eagleview Boulevard,Exton,PA,19341,(610) 555-5528,(610) 555-5595,
30319,Jane E.,Snow,1844 Ferry Road,Pleasanton,CA,94588,(510) 555-9939,(510) 555-9946,
30322,Lee B.,Fethe,1901 West 2100 South,Salt Lake City,UT,84119,(801) 555-2506,(801) 555-2562,
30325,Richard T.,Smith,1180 American Drive,Neenah,WI,54956,(414) 555-2377,(414) 555-2436,
30330,Tomas E.,Horner,667 Madison Avenue,Lake Forest,IL,60045,(708) 555-6104,(708) 555-6167,1000
30335,R. David,Font,Northern Lights Boulevard,Anchorage,AK,99503,(907) 555-1146,(907) 555-1205,
30339,Edward A.,Gilcrest,300 High Street,Hamilton,OH,45011,(513) 555-4703,(513) 555-4784,1000
30343,Jeffrey A.,Kirk,6630 West Broad Street,Sarasota,FL,34236,(813) 555-5295,(813) 555-5388,
30345,Richard G.,Fuller,8233 Baumgart Road,Indianapolis,IN,46240,(317) 555-6903,(317) 555-6980,
30349,John L.,Keller,700 East Middlefield Road,Mountain View,CA,94043,(415) 555-5016,(415) 555-5054,
30355,Joseph J.,Alward,Two North Nevada Avenue,Colorado Springs,CO,80903,(719) 555-2310,(719) 555-2322,
30359,John R.,Haines,4100 Bohannon Drive,Dallas,TX,75240,(214) 555-7909,(214) 555-7959,
30365,Samuel A.,Farris,212 12Th Avenue Northeast,Hickory,NC,28601,(704) 555-5417,(704) 555-5429,1000
30370,William A.,Holtz,2120 South 72Nd Street,Morrisville,NC,27560,(919) 555-9820,(919) 555-9853,
30372,Paul,Galin,One Gbc Plaza,Irving,TX,75062,(214) 555-8928,(214) 555-8955,
30377,William E.,Pauley,475 Steamboat Road,Greenwich,CT,06830,(203) 555-3228,(203) 555-3235,
30378,Gunnar,Edelstein,3501 Jamboree Road,Newport Beach,CA,92660,(714) 555-3431,(714) 555-3457,
30382,George S.,Brown,1400 Shelburne Road,South Burlington,VT,5403,(802) 555-1030,(802) 555-1087,
30385,Tina C.,Lynch,33325 8Th Avenue South,Richmond,VA,23233,(804) 555-2478,(804) 555-2531,
30389,Bruce C.,Falzon,One Whitehall Street,New York,NY,10004,(212) 555-3331,(212) 555-3393,500
30391,John A.,Ferraro,888 Seventh Avenue,New York,NY,10106,(212) 555-6471,(212) 555-6493,
30403,John F.,McCullum,909 Third Avenue,New York,NY,10022,(212) 555-3126,(212) 555-3187,
30407,John F.,Kent,Four Greenwich Office Par,Greenwich,CT,6830,(203) 555-3205,(203) 555-3253,
30409,Chester H.,Wise,716 West White Horse Pike,Cologne,NJ,08213,(609) 555-1162,(609) 555-1221,
30411,Stanley F.,Selden,625 Alaska Avenue,Torrnce,CA,90503,(310) 555-8444,(310) 555-8468,10000
30415,John P.,Kurcik,303 North Oregon Street,El Paso,TX,79901,(915) 555-5731,(915) 555-5830,
30418,Jerry M.,Rigas,27217 County Road 6,Elkhart,IN,46515,(219) 555-4568,(219) 555-4667,
30421,John A.,Kelley,175 Price Parkway,Farmingdale,NY,11735,(516) 555-6939,(516) 555-6972,
30424,Tery L.,Hanlon,555 College Road East,Princeton,NJ,08543,(609) 555-4238,(609) 555-4241,
30429,James P.,McKenzie,109 West Fifth Street,Panama City,FL,32402,(904) 555-1695,(904) 555-1716,
30431,Gordon A.,Weil,One Tower Lane,Plymouth Meeting,PA,19462,(610) 555-7273,(610) 555-7298,1000
30433,Orby G.,Turner,5100 Patrick Henry Drive,Santa Clara,CA,95054,(408) 555-4024,(408) 555-4118,
30435,R. Gene,Robinson,309-D Raleigh Street,Wilmington,NC,28412,(910) 555-4337,(910) 555-4410,
30437,Andrew J.,Moore,1800 Gardner Expressway,Quincy,IL,62301,(217) 555-5418,(217) 555-5511,
30444,Opal P.,Ferrero,202 Fremont Street,Las Vegas,NV,89101,(702) 555-4046,(702) 555-4120,
30448,William L.,Richer,19805 North Creek Parkway,Bothell,WA,98041,(206) 555-4885,(206) 555-4921,
30449,Taka,Mattingly,14156 Magnolia Boulevard,Charlotte,NC,28202,(704) 555-7431,(704) 555-7521,
30454,Larry D.,Burman,P O Box 35,Goshen,IN,46527,(219) 555-4491,(219) 555-4495,
30458,William A.,Neal,900 North Michigan Avenue,Chicago,IL,60611,(312) 555-4863,(312) 555-4961,1000
30461,Robert A.,Fleck,8201 Beverly Boulevard,Los Angeles,CA,90048,(213) 555-3405,(213) 555-3458,
30463,John N.,Landon,9600 Aldrich Avenue South,Concord,CA,94520,(510) 555-1363,(510) 555-1440,
30464,Ward L. Jr.,Wang,Telesis Tower,San Francisco,CA,94111,(415) 555-3849,(415) 555-3861,
30465,Ann,Borg,One Natures Way,Wilmington,MA,01887,(508) 555-5027,(508) 555-5050,
30469,Raymond A.,Foos,740 South Decatur Boulevard,Las Vegas,NV,89107,(702) 555-5263,(702) 555-5326,
30473,John K.,El-Hillow,1200 West Marlboro Road,Savannah,GA,31411,(912) 555-7817,(912) 555-7838,500
30474,Gary P.,Van Eck,2550 West Golf Road,Rolling Meadows,IL,60008,(708) 555-1930,(708) 555-2019,
30476,James P.,Smith,2550 East 25Th Street,Houston,TX,77019,(713) 555-6257,(713) 555-6340,
30482,Paul J.,Wade,8737 Wilshire Boulevard,Beverly Hills,CA,90211,(310) 555-4944,(310) 555-4980,
30484,Robert,Brandt,2550 Huntington Avenue,Alexandria,VA,22303,(703) 555-4623,(703) 555-4662,
30488,Dennis,Barrett,1150 Sheldahl Road,Northfield,MN,55057,(507) 555-8018,(507) 555-8059,7500
30492,Robert J.,Swenson,Highway 265 North,Springdale,AR,72765,(501) 555-1753,(501) 555-1823,
30493,Clyde E.,Christie,680 East Swedesford Road,Wayne,PA,19087,(215) 555-1068,(215) 555-1102,
30498,Ernest,Sobie,368 Pleasant View Drive,Lancaster,NY,14086,(716) 555-8128,(716) 555-8220,7500
30503,Peter,Harmeling,2201 Laurelwood Road,Santa Clara,CA,95056,(408) 555-8008,(408) 555-8038,
30506,Janice,Kendig,6700 Alexander Bell Drive,Columbia,MD,21046,(410) 555-2360,(410) 555-2437,
30511,Burl,Brunner,235 West Turbo,San Antonio,TX,78216,(210) 555-3075,(210) 555-3150,
30515,Anthony C.,Bown,22 North Sixth Street,Indiana,PA,15701,(412) 555-7243,(412) 555-7317,
30519,Miles,Harrison,1400 Division Road,West Warwick,RI,02893,(401) 555-6333,(401) 555-6336,500
30521,Terry L.,Purser,1330 Post Oak Boulevard,Houston,TX,77056,(713) 555-6576,(713) 555-6595,10000
30523,James F.,Womble,7301 Fairview,Houston,TX,77041,(713) 555-7798,(713) 555-7895,
30528,Lowell T.,Mannion,24460 Aurora Road,Bedford Heights,OH,44146,(216) 555-1860,(216) 555-1867,
30531,Michael P.,Golder,8500 West 110Th Street,Overland Park,KS,66210,(913) 555-4791,(913) 555-4792,
30534,J. Mack,Blanscet,2301 West Lafayette Blvd,Detroit,MI,48216,(313) 555-2417,(313) 555-2492,
30539,Harold,Friedman,1 Sunamerica Center,Los Angeles,CA,90067,(310) 555-6061,(310) 555-6160,1000
30543,George,Cole,145 Mason Street,Greenwich,CT,6830,(203) 555-5141,(203) 555-5195,
30547,G. Steven,Wright,600 Third Avenue,Houston,TX,77084,(713) 555-5681,(713) 555-5740,
30551,Harold,Smith,One Neenah Center,Neenah,WI,54956,(414) 555-8645,(414) 555-8672,
30552,Joseph,Stern,1445 Valley Road,Wayne,NJ,07474,(201) 555-8828,(201) 555-8925,
30554,Robert A.,Knecht,2095 Batavia Street,Houston,TX,77056,(713) 555-1020,(713) 555-1082,
30556,John,Markland,10500 Westoffice Drive,Long Beach,CA,90802,(310) 555-4509,(310) 555-4554,
30559,Audrey Y.,Kane,11440 Commerce Park Drive,Dallas,TX,75247,(214) 555-1843,(214) 555-1913,
30563,James T.,Storch,One North University Drive,Fort Lauderdale,FL,33324,(305) 555-9601,(305) 555-9632,
30565,Oran F.,Moran,One Magnum Pass,Mobile,AL,36618,(334) 555-4364,(334) 555-4461,
30573,Harris I.,Melone,7850 North Belt Line Road,Irving,TX,75063,(214) 555-3467,(214) 555-3561,
30576,Earl J.,Schlessman,337 Encinal Street,Santa Cruz,CA,95061,(408) 555-6081,(408) 555-6176,
30581,Stanley C.,Lappin,3043 Walton Road,Plymouth Meeting,PA,19462,(610) 555-9050,(610) 555-9091,5000
30583,Robert,Osment,2030 Donahue Ferry Road,Pineville,LA,71360,(318) 555-7417,(318) 555-7429,
30584,Ray,Merrick,2001 Theurer Boulevard,Reno,NV,89509,(702) 555-3408,(702) 555-3455,
30589,John C.,Clancey,Number 1 Main Street,Las Vegas,NV,89125,(702) 555-2149,(702) 555-2190,
30592,R. Kirk,Morgan,3800 Frederica Street,Owensboro,KY,42301,(502) 555-8713,(502) 555-8761,
30594,Michael P.,Hagan,16071 Mojave Drive,Victorville,CA,92392,(619) 555-5231,(619) 555-5237,
30596,Andre R.,Goldin,12300 Parc Crest Drive,Stafford,TX,77477,(713) 555-3377,(713) 555-3408,500
30599,Philip B.,Green,4401 Fair Lakes Court,Fairfax,VA,22033,(703) 555-8520,(703) 555-8586,
30602,Don W.,Rudolph,215 South Cascade Street,Fergus Falls,MN,56538,(218) 555-8206,(218) 555-8299,
30606,R. S.,Harrison,1245 Route 1 South,Edison,NJ,08837,(908) 555-5516,(908) 555-5535,10000
30609,Martin J.,Mathias,10 Highway 35,Red Bank,NJ,07701,(908) 555-7881,(908) 555-7956,
30610,Gerald W.,Moses,1401 South Hanley Road,Kansas City,MO,64117,(816) 555-1054,(816) 555-1127,
30613,Arie,Van Noy,State Docks Road,Eufaula,AL,36027,(205) 555-2085,(205) 555-2095,
30615,Joseph J.,Pampel,5037 East Hunter Avenue,Anaheim,CA,92807,(714) 555-8133,(714) 555-8138,
30620,Paul,Recanati,3920 Park Avenue,Edison,NJ,08820,(908) 555-1124,(908) 555-1129,
30621,John P.,Kennedy,650 Davis Street,San Francisco,CA,94111,(415) 555-6038,(415) 555-6049,
30626,Gary S.,Ross,220 Edison Way,Reno,NV,89502,(702) 555-3843,(702) 555-3904,500
30630,Peter L.,Nolf,800 Fifth Avenue,New Brighton,PA,15066,(412) 555-8231,(412) 555-8232,
30635,Harry D. II,Rosso,75 Tonawanda Street,Buffalo,NY,14207,(716) 555-6081,(716) 555-6110,10000
30636,David I. J.,Boss,19 Fid Kennedy Avenue,Boston,MA,02210,(617) 555-2148,(617) 555-2203,
30637,John L.,Harder,Anaconda Tower,San Francisco,CA,94111,(415) 555-2766,(415) 555-2783,
30642,Donald P.,Rothman,575 Herndon Parkway,Dallas,TX,75219,(214) 555-5651,(214) 555-5738,
30646,David P.,Helton,9 West 57Th Street,New York,NY,10019,(212) 555-3049,(212) 555-3075,
30648,Marvin C.,Leary,470 Wildwood Street,Woburn,MA,01888,(617) 555-1030,(617) 555-1089,
30653,Roland D.,Becker,1000 University Avenue,Rochester,NY,14692,(716) 555-1053,(716) 555-1096,
30655,Richard G.,Ray,717 Main Street,Westbury,NY,11590,(516) 555-8279,(516) 555-8298,
30660,James B.,Coe,1108 Fifth Avenue,San Rafael,CA,94901,(415) 555-8003,(415) 555-8048,
30664,Barry L.,Haines,Unimark House,Argyle,TX,76226,(817) 555-3070,(817) 555-3072,
30667,Richard C.,Carver,1700 Farnam Street,Dallas,TX,75243,(214) 555-6198,(214) 555-6207,
30670,Gerald J.,Meyer,1400-580 Building,Cincinnati,OH,45202,(513) 555-4021,(513) 555-4057,
30675,Scott B.,Wickman,Rodney Square North,Itasca,IL,60143,(708) 555-7481,(708) 555-7548,10000
30678,Michael,Mendelson,305 Richardson Road,San Francisco,CA,94104,(415) 555-4535,(415) 555-4606,
30681,Joel M.,Kurtz,3637 Lacon Road,Hilliard,OH,43026,(614) 555-2452,(614) 555-2511,10000
30683,Grant W.,Rubin,15370 Barranca Parkway,Irvine,CA,92718,(714) 555-9976,(714) 555-1005,
30686,Lucille A.,Whaley,100 West Front Street,Hattiesburg,MS,39401,(601) 555-4736,(601) 555-4758,
30689,John E.,Evans,303 Peachtree Street North,Columbus,OH,43215,(614) 555-3202,(614) 555-3247,10000
30697,Jerry,Brainerd,909 Third Avenue,New York,NY,10022,(212) 555-7856,(212) 555-7908,
30699,Irving H.,Swenson,4685 Frederick Drive South,Atlanta,GA,30336,(404) 555-1726,(404) 555-1778,
30702,R. S.,Holleger,265 Broad Hollow Road,Melville,NY,11747,(516) 555-6017,(516) 555-6090,
30706,H. Ray,Kuruc,1440 M Street,Lincoln,NE,68508,(402) 555-2245,(402) 555-2304,
30709,William L.,Bain,13155 Noel Road,Dallas,TX,75240,(214) 555-4007,(214) 555-4104,
30712,J. Michael,Baker,Two Greenwich Plaza,Greenwich,CT,6830,(203) 555-1936,(203) 555-2018,
30717,David L.,Hulse,19119 16Th Avenue South,Midland,TX,79701,(915) 555-4790,(915) 555-4843,
30719,Juggy,Dignum,368 Pleasant View Drive,Houston,TX,77056,(713) 555-6036,(713) 555-6099,
30722,Philip L.,Kearney,660 Engineering Drive,Norcross,GA,30092,(404) 555-9249,(404) 555-9297,
30724,James E.,Connor,30300 Telegraph Road,Bingham Farms,MI,48025,(810) 555-6958,(810) 555-7014,
30733,Jean Pierre,Quain,2101 Citywest Boulevard,Houston,TX,77042,(713) 555-8821,(713) 555-8904,
30735,Robert W.,Reedy,200 Old Hook Road,Harrington Park,NJ,07640,(201) 555-9516,(201) 555-9610,
30739,Raymond A.,Hall,1112 Georgia Highway 140,Armuchee,GA,30105,(706) 555-8447,(706) 555-8496,
30741,C. Eugene,Day,10000 Alliance Road,Cincinnati,OH,45242,(513) 555-3261,(513) 555-3288,5000
30744,S. C. Jr.,Roth,10 North Pearl Street,Albany,NY,12207,(518) 555-2165,(518) 555-2214,7500
30747,Luciano,Hancock,800 Saginaw Drive,Redwood City,CA,94063,(415) 555-4435,(415) 555-4476,
30750,George E.,Lane,400 Encinal Street,Santa Cruz,CA,95060,(408) 555-7250,(408) 555-7309,
30755,Peter J.,Bodager,1730 Briercroft Drive,Carrollton,TX,75006,(214) 555-5069,(214) 555-5112,10000
30756,Terry L.,Harvey,P.O. Box 717,Pittsburgh,PA,15230,(412) 555-6737,(412) 555-6830,
30758,Julian,McCarthy,30000 Aurora Road,Solon,OH,44139,(216) 555-1016,(216) 555-1088,
30760,Jim L.,Smalls,211 Main Street,Webster,MA,01570,(508) 555-9037,(508) 555-9090,
30763,William K.,Heil,10300 Campus Point Drive,San Diego,CA,92121,(619) 555-7057,(619) 555-7071,
30766,Brian R.,Mac Nee,One Meadowlands Plaza,East Rutherford,NJ,07073,(201) 555-3079,(201) 555-3119,
30771,Eugene E.,Forney,700 North Street,Jackson,MS,39202,(601) 555-7554,(601) 555-7595,500
30774,Jay,Craft,5700 West 96Th Street,Los Angeles,CA,90045,(213) 555-2571,(213) 555-2575,
30777,Louis E.,Pace,1385 Akron Street,Copiague,NY,11726,(516) 555-5082,(516) 555-5180,
30780,Karl E.,Lear,11701 Northwest 101st Road,Miami,FL,33178,(305) 555-1611,(305) 555-1642,
30784,John P.,Meyer,6801 Black Horse Pike,Miami,FL,33133,(305) 555-2253,(305) 555-2279,
30786,Robert G.,Weiss,3600 Euclid Avenue,Houston,TX,77056,(713) 555-9209,(713) 555-9256,
30788,William H.,Sitarz,75 Valencia Avenue,Coral Gables,FL,33134,(305) 555-3250,(305) 555-3320,
30790,Andrew F.,Hall,3705 Quakerbridge Road,Mercerville,NJ,08619,(609) 555-3030,(609) 555-3062,
30794,Gary R.,Ockene,25701 Science Park Drive,Cleveland,OH,44122,(216) 555-3435,(216) 555-3527,500
30799,Virgil B.,Fox,11411 Price Road,Hebron,IL,60034,(815) 555-2438,(815) 555-2499,
30802,Rodney L.,Ivan,81 Wyman Street,Waltham,MA,02254,(617) 555-1040,(617) 555-1103,
30804,Russell H.,Herd,50 Front Street,Memphis,TN,38103,(901) 555-4131,(901) 555-4185,
30807,Stuart C.,Hesse,441 West Elm Street,Lebanon,MO,65536,(417) 555-2148,(417) 555-2161,
30810,Scott,Cocce,300 Baker Avenue,Concord,MA,01742,(508) 555-7057,(508) 555-7129,5000
30812,Stewart,Combs,10435 Downsville Pike,Hagerstown,MD,21740,(301) 555-3447,(301) 555-3534,
30815,Robert C.,Shaich,Amsouth-Sonat Tower,Arlington Heights,IL,60004,(708) 555-4613,(708) 555-4655,
30819,Daniel P.,Carroll,910 Sylvan Avenue,Englewood Cliffs,NJ,07632,(201) 555-4632,(201) 555-4641,
30824,Alan L.,Mooney,60 Frontage Road,Andover,MA,1810,(508) 555-9103,(508) 555-9141,
30827,James M.,Flowers,1720 Sublette Avenue,St Louis,MO,63110,(314) 555-2447,(314) 555-2528,
30835,John R.,Shelton,Two Northshore Center,Brentwood,TN,37027,(615) 555-2071,(615) 555-2073,
30836,David A.,Munt,430 Bedford Street,Lexington,MA,02173,(617) 555-8756,(617) 555-8764,
30839,Joseph L.,Doyle,1100 North Washington Street,Delphi,IN,46923,(317) 555-3540,(317) 555-3558,
30846,Martha O.,Hobbs,9387 Dielman Industrial D,St Louis,MO,63132,(314) 555-9253,(314) 555-9306,5000
30850,Paul G.,Tarello,401 West Michigan Street,Milwaukee,WI,53203,(414) 555-6906,(414) 555-6964,
30852,Daniel T.,Ebright,255 Alhambra Circle,Coral Gables,FL,33134,(305) 555-7007,(305) 555-7086,
30854,Robert A.,White,200 Enterprise Drive,Newport News,VA,23603,(804) 555-3242,(804) 555-3322,
30858,David A.,Flowers,120 East Baltimore Street,Baltimore,MD,21202,(410) 555-3420,(410) 555-3453,
30862,David M.,Kushkin,P O Box 35,Lafayette,CA,94549,(510) 555-4597,(510) 555-4643,
30867,David R.,Hyson,4370 Peachtree Road North,Atlanta,GA,30319,(404) 555-5554,(404) 555-5580,
30869,M.,Sundaresh,1685 38Th Street,Boulder,CO,80301,(303) 555-4336,(303) 555-4372,
30871,Frank J.,Moore,15102 Minnetonka Industry Road,Minnetonka,MN,55345,(612) 555-8714,(612) 555-8765,
30875,Kenneth W.,Sarni,P.O. Box 50444,Indianapolis,IN,46250,(317) 555-2264,(317) 555-2298,
30880,David J.,Herron,950 Page Mill Road,Palo Alto,CA,94303,(415) 555-5065,(415) 555-5111,
30883,Lee E.,Feigenbaum,921 Bergen Avenue,Jersey City,NJ,07306,(201) 555-1311,(201) 555-1324,
30887,Robert C.,Hall,300 Ward Road,Midlothian,TX,76065,(214) 555-8272,(214) 555-8313,
30891,Peter R.,Hodges,2395 Midway Road,Carrollton,TX,75006,(214) 555-7068,(214) 555-7120,
30895,Ronald M.,Sarney,23733 North Scottsdale Road,Scottsdale,AZ,85255,(602) 555-8915,(602) 555-8981,
30899,Alan C.,Dougherty,210 East Hacienda Avenue,Campbell,CA,95008,(408) 555-8030,(408) 555-8062,5000
30902,David,Wall,14 Philips Parkway,Montvale,NJ,07645,(201) 555-8166,(201) 555-8186,
30919,Roger T.,Katz,5480 Ferguson Drive,Commerce,CA,90022,(213) 555-8755,(213) 555-8835,
30924,William G.,Bova,Liberty Lane,Birmingham,AL,35205,(205) 555-6137,(205) 555-6157,
30925,Paul C.,Booty,80 Hayden Avenue,Lexington,MA,02173,(617) 555-5930,(617) 555-6015,
30928,George W.,Stephan,518 East Broad Street,Columbus,OH,43215,(614) 555-5056,(614) 555-5066,
30931,Daniel J.,Ivan,3400 North Wolf Road,Franklin Park,IL,60131,(708) 555-7125,(708) 555-7159,
30934,Brian E.,Yost,1740 Midland Road,Saginaw,MI,48603,(517) 555-4563,(517) 555-4569,
30937,Larry A.,Holley,9901 West 50Th Avenue,Wheat Ridge,CO,80033,(303) 555-1384,(303) 555-1453,
30942,Daniel,Horowitz,500 Lindley Street,Bridgeport,CT,6606,(203) 555-3681,(203) 555-3692,
30947,Bradford R.,Ware,370 Lexington Avenue,New York,NY,10017,(212) 555-3071,(212) 555-3148,7500
30950,Philip E.,Switz,2304 Century Center Boulevard,Irving,TX,75062,(214) 555-1043,(214) 555-1131,5000
30953,George W.,Dimond,224 Rue De Jean,Lafayette,LA,70505,(318) 555-1229,(318) 555-1316,1000
30954,Sharon,Tucker,220 West Sixth Street,Tucson,AZ,85701,(520) 555-4003,(520) 555-4061,
30957,Robert E.,Quinn,220 Northwest Second Avenue,Portland,OR,97209,(503) 555-4219,(503) 555-4289,
30960,John A.,Kocur,206 East Second Street,Davenport,IA,52801,(319) 555-7135,(319) 555-7159,
30964,Leon,Shuping,10 Fairway Court,Northvale,NJ,07647,(201) 555-1427,(201) 555-1462,
30966,Gary J.,Savage,1330 Post Oak Boulevard,Wilmington,DE,19805,(302) 555-5951,(302) 555-6023,5000
30970,Larry A.,Harbert,2201 Laurelwood Road,Las Vegas,NV,89102,(702) 555-1091,(702) 555-1180,
30972,John,Kristiansen,700 Liberty Avenue,Union,NJ,07083,(908) 555-5705,(908) 555-5773,
30980,Frank W.,Jacob,1030 Century Building,Pittsburgh,PA,15222,(412) 555-1231,(412) 555-1303,
30984,Marvin L.,Howard,P.O. Box 1000,Danboro,PA,18916,(215) 555-8900,(215) 555-8982,5000
30987,M. Bruce,Newson,101 South Salina Street,Syracuse,NY,13202,(315) 555-4452,(315) 555-4527,
30991,Roger,Jacobson,6820 Charlotte Pike,Nashville,TN,37209,(615) 555-4248,(615) 555-4303,
